post_id,comment_id,cluster_label
832,178117,1
832,253877,2
832,95763,0
832,5747,0
832,177979,0
856,760,1
856,3911,1
856,4262,1
856,10234,1
856,22302,2
856,26460,0
856,26525,2
856,26541,2
883,891,1
883,888,0
883,848,2
883,764,1
883,843,0
883,821,1
883,845,1
883,904,1
906,812,1
906,558186,1
906,20435,1
906,923,0
906,807,1
906,791,1
906,785,1
906,809,1
906,788,1
907,786,1
907,792,2
907,24139,2
907,27335,2
907,40553,2
907,40554,0
930,808,0
930,2538,0
930,36890,0
930,262482,2
930,308654,2
930,639838,1
935,974911,2
935,186433,2
935,476927,2
935,146591,0
935,99574,1
935,66493,2
935,146004,2
938,831,2
938,834,0
938,838,2
938,78073,1
938,333111,0
938,883760,2
964,1213259,2
964,667101,0
964,566513,2
964,870,1
964,871,1
964,413898,1
969,40484,2
969,91675,1
969,91670,2
969,142678,0
969,884,1
969,878,1
969,876,1
969,890,1
969,877,0
982,892,1
982,894,1
982,896,2
982,897,0
982,898,0
982,899,0
982,922,1
986,583638,0
986,1322559,2
986,518985,1
986,445293,0
986,445292,0
986,217988,2
986,186521,2
986,4144,1
986,1336,1
986,275652,1
988,326198,1
988,880427,1
988,643311,0
988,557318,1
988,518986,0
988,92425,2
988,907,0
988,34274,0
988,34267,0
988,4624,0
988,2778,0
988,942,0
988,64326,0
994,6853,0
994,9373,2
994,1364,0
994,76158,2
994,627007,1
994,30527,2
994,1363,0
994,1349,1
994,1338,0
994,1334,0
994,975,0
994,944,0
994,939,0
994,935,0
994,931,0
1010,866548,0
1010,378821,0
1010,375758,0
1010,266559,1
1010,266555,0
1010,266554,2
1010,266552,0
1010,539810,1
1010,130904,0
1010,129715,2
1010,118037,0
1010,43525,2
1010,37267,2
1010,130934,2
1010,23832,2
1013,966,1
1013,959,1
1013,954,2
1013,64901,0
1013,946,1
1013,943,1
1013,947,1
1019,50190,2
1019,68260,2
1019,97114,0
1019,97125,2
1019,99403,0
1019,99435,2
1019,955820,1
1046,18790,1
1046,1301771,0
1046,1301770,0
1046,18813,0
1046,18792,1
1046,1303190,2
1046,3086,1
1046,2972,1
1046,986,1
1046,995,1
1046,3111,1
1046,1132,1
1046,1018,2
1049,983,0
1049,984,0
1049,39334,0
1049,180874,2
1049,181272,1
1049,228530,0
1049,273015,0
1049,834380,1
1052,28650,0
1052,1168,0
1052,1148,1
1052,1185,1
1052,1130,1
1052,996,2
1052,1146,2
1056,1308496,2
1056,1043606,1
1056,856044,2
1056,682292,2
1056,1089307,0
1056,43243,0
1056,4994,0
1056,277244,2
1056,1068,0
1057,1727,1
1057,25922,2
1057,321901,1
1057,322088,1
1057,887858,0
1057,887859,0
1057,1173162,2
1077,1143,1
1077,1025,1
1077,1131,0
1077,1022,0
1077,1014,2
1077,1012,0
1077,1010,1
1077,1020,0
1093,1021,0
1093,1024,0
1093,1027,0
1093,1028,0
1093,12412,2
1093,501512,1
1098,1356160,1
1098,1183064,1
1098,1074613,2
1098,700404,1
1098,611299,2
1098,473415,2
1098,1165400,0
1098,242418,0
1098,187648,0
1098,159472,0
1098,79913,0
1098,1064,1
1098,333673,0
1126,1117569,2
1126,1093624,1
1126,313806,1
1126,313798,1
1126,1045638,2
1126,1190,1
1126,1098,1
1126,1069,0
1126,139063,0
1133,1053,0
1133,1072,0
1133,1149,2
1133,1153,1
1133,1154,2
1133,1228,0
1139,1185115,2
1139,1335706,2
1139,1221869,0
1139,901637,2
1139,709672,2
1139,709472,0
1139,574136,0
1139,1184,0
1140,1227152,2
1140,852595,1
1140,588253,0
1140,434862,2
1140,1219298,1
1140,1073,2
1140,1048,2
1140,1047,0
1140,1232,0
1141,30350,0
1141,62926,1
1141,693095,2
1141,942516,0
1141,1138659,1
1141,1187459,2
1144,83993,1
1144,317025,2
1144,1227,0
1144,1052,0
1144,1063,0
1144,1112,0
1165,1080,0
1165,1115,0
1165,1248,0
1165,1273,0
1165,1282,0
1165,2637,0
1165,13816,2
1165,41876,1
1174,1097,0
1174,1130142,1
1174,505733,2
1174,101627,0
1174,1094,0
1174,1100,0
1174,1092,0
1174,1090,0
1174,1093,0
1174,1089,0
1174,1088,0
1174,1083,0
1183,1121,2
1183,1120,2
1183,1118,2
1183,1116,0
1183,1108,0
1183,1106,0
1183,1102,2
1183,1110,1
1184,1231,2
1184,1277,2
1184,768339,1
1184,1160,0
1184,1274,0
1184,1111,0
1184,1107,2
1184,1104,0
1184,1103,2
1184,1119,0
1198,1123,1
1198,32986,2
1198,33907,1
1198,119480,1
1198,1352949,0
1198,1352952,0
1203,399764,1
1203,98565,2
1203,1520,0
1203,1226,0
1203,1193,0
1203,1140,0
1203,1170,0
1203,1157,0
1203,1145,0
1203,1182,0
1264,160408,1
1264,484499,0
1264,1233,0
1264,671156,2
1264,1212,0
1264,1211,0
1264,1218,0
1288,1178751,1
1288,971861,2
1288,971701,2
1288,776772,0
1288,758986,0
1288,289034,0
1288,83056,0
1288,616934,0
1288,34140,0
1288,29373,0
1288,1279,0
1288,1275,0
1288,1256,0
1288,1252,0
1288,1251,0
1288,34142,0
1292,912557,0
1292,913183,1
1292,971853,2
1292,1259809,2
1292,1115918,2
1292,1178753,1
1292,899447,2
1292,1012568,1
1292,860956,0
1292,509581,0
1292,593674,2
1292,461521,0
1292,300268,0
1292,188145,0
1292,104196,0
1292,81067,0
1292,75601,0
1292,720463,0
1299,1299987,2
1299,708623,1
1299,535410,1
1299,62162,0
1299,57345,0
1299,142367,0
1315,693640,2
1315,1341188,1
1315,1167492,1
1315,1167490,1
1315,1135524,1
1315,1115699,2
1315,946269,2
1315,925838,1
1315,606738,2
1315,1293,0
1315,383101,0
1315,380770,2
1315,332724,2
1315,272539,0
1315,268006,0
1315,178235,0
1315,107937,0
1315,106862,0
1315,397279,0
1323,32804,0
1323,1324,1
1323,1321,2
1323,1305,2
1323,1311,1
1323,1306,1
1323,1313,1
1328,33105,0
1328,33107,1
1328,33104,1
1328,1320,1
1328,32802,2
1328,32364,0
1328,33102,0
1344,561919,2
1344,1094944,0
1344,1110406,0
1344,1110997,0
1344,1131752,1
1344,1159131,0
1344,1338798,2
1373,1425,2
1373,333001,1
1373,29049,1
1373,1405,2
1373,1394,2
1373,1393,2
1373,1379,0
1373,1404,2
1387,1306900,0
1387,1383,0
1387,1386,0
1387,73908,0
1387,661573,2
1387,1306582,1
1454,1627,1
1454,1614,2
1454,1576,1
1454,1574,2
1454,1547,1
1454,1575,0
1473,98803,2
1473,510485,1
1473,1532,0
1473,829843,1
1473,829803,1
1473,1604,0
1473,1507,0
1473,1592,0
1473,1519,0
1473,1504,0
1473,1502,0
1473,1598,0
1477,450596,0
1477,1509,1
1477,1512,2
1477,1513,1
1477,1530,1
1477,1539,1
1477,1561,1
1498,1050203,1
1498,938435,1
1498,1306921,2
1498,860120,1
1498,1169265,0
1498,500539,0
1498,450352,0
1498,320110,0
1498,137258,0
1498,102887,0
1498,1529,2
1498,500224,2
1499,487682,2
1499,756371,0
1499,756181,1
1499,633492,2
1499,630933,0
1499,487256,0
1499,1039981,0
1499,487022,2
1499,484636,0
1499,484383,2
1499,630877,1
1519,654534,0
1519,1578,0
1519,1160647,2
1519,470011,1
1519,1564,0
1519,37373,0
1519,1556,0
1519,55533,0
1520,839189,2
1520,1549,0
1520,35310,0
1520,103384,0
1520,157968,0
1520,302589,0
1520,355809,0
1520,470012,2
1520,509604,0
1520,675059,2
1520,845281,1
1522,402164,1
1522,209009,2
1522,780976,0
1522,1558,2
1522,1557,2
1522,63752,0
1526,1138502,2
1526,558655,0
1526,558895,1
1526,129640,1
1526,1573,1
1526,1597,1
1526,1579,1
1526,129633,1
1529,1357632,1
1529,875392,2
1529,793929,1
1529,1109148,2
1529,355733,0
1529,37374,0
1529,2454,0
1529,717531,1
1535,297867,0
1535,298394,0
1535,301060,1
1535,447280,1
1535,698399,1
1535,1352041,2
1557,1619,0
1557,1624,2
1557,1618,1
1557,1611,0
1557,1613,1
1557,1615,0
1583,1663,2
1583,1668,0
1583,1670,0
1583,1671,0
1583,1672,0
1583,1673,0
1583,1676,2
1583,1677,2
1583,1678,0
1583,20990,1
1589,501333,1
1589,364108,0
1589,364017,0
1589,364098,2
1589,3427,2
1589,78742,0
1589,1667,2
1598,1679,2
1598,1680,0
1598,1681,2
1598,1693,2
1598,1695,0
1598,692786,1
1600,266277,1
1600,589280,2
1600,589258,1
1600,589252,2
1600,266274,0
1600,266282,1
1600,266281,0
1600,266286,0
1607,36344,1
1607,36568,2
1607,36621,1
1607,1694,2
1607,1692,0
1607,1688,2
1607,1702,2
1629,50057,1
1629,6459,2
1629,1744,0
1629,6460,0
1629,1715,0
1629,1714,0
1629,1723,0
1633,8501,2
1633,1713,2
1633,1716,2
1633,6457,0
1633,6492,2
1633,6540,0
1633,8438,0
1633,50058,1
1643,30745,0
1643,310280,1
1643,30647,2
1643,30646,2
1643,7157,0
1643,1733,0
1651,1178994,1
1651,1011099,1
1651,717700,1
1651,1296063,0
1651,604142,0
1651,330176,2
1651,1737,0
1651,604491,0
1672,1749,1
1672,1753,1
1672,48265,2
1672,62946,2
1672,635413,0
1672,636426,2
1672,636454,0
1675,996775,2
1675,1189036,0
1675,778013,0
1675,777693,1
1675,733081,1
1675,20065,0
1675,1806,0
1686,1280540,1
1686,1280482,1
1686,1280436,0
1686,1280510,0
1686,38939,2
1686,1962,0
1686,1957,0
1686,1280434,1
1689,1770,2
1689,1771,0
1689,1773,0
1689,1774,2
1689,30610,1
1689,30611,1
1695,1819,2
1695,1847,0
1695,1786,0
1695,1778,0
1695,1784,1
1695,1783,0
1695,1785,1
1737,1818,0
1737,1821,0
1737,1824,2
1737,1827,0
1737,1842,0
1737,1846,1
1760,298389,2
1760,298331,1
1760,298330,2
1760,298329,1
1760,298328,1
1760,298327,0
1760,298325,1
1760,298326,0
1760,1837,2
1760,1836,2
1760,1835,2
1760,1834,2
1760,1831,2
1760,1826,2
1760,1841,2
1764,48118,1
1764,7457,2
1764,7456,0
1764,7455,2
1764,1843,0
1764,7453,2
1764,1840,0
1764,1839,2
1764,7454,0
1766,4610,2
1766,188499,1
1766,4609,2
1766,188580,0
1766,1978,2
1766,1943,2
1766,4493,0
1766,1949,0
1832,558950,1
1832,1913,2
1832,1916,2
1832,1917,2
1832,1928,0
1832,1968,0
1832,2050,2
1884,1371183,2
1884,469827,0
1884,157908,2
1884,1961,1
1884,1974,1
1884,1959,1
1884,1980,1
1888,1975,0
1888,1977,1
1888,1976,0
1888,11303,2
1888,1972,0
1888,1969,0
1888,1967,1
1888,1971,0
1918,1999,0
1918,2002,2
1918,2046,0
1918,2048,0
1918,8180,1
1918,8247,0
1947,2062,1
1947,2035,0
1947,2032,2
1947,2021,1
1947,2020,0
1947,2028,0
1979,817087,2
1979,572343,1
1979,571028,2
1979,560733,1
1979,451576,1
1979,363951,2
1979,309802,2
1979,309843,0
1979,2054,0
1979,2058,0
1979,352700,2
1979,309559,0
1979,131457,2
1980,1112091,1
1980,1088575,2
1980,893413,2
1980,697348,0
1980,363949,0
1980,385303,0
1980,131460,0
1980,131458,0
1980,87963,0
1980,2057,0
1980,360630,0
1986,2090,0
1986,2089,0
1986,2081,1
1986,2079,1
1986,2068,0
1986,2066,1
1986,2065,0
1986,2067,2
1988,2080,0
1988,2083,1
1988,2084,2
1988,2085,2
1988,2087,1
1988,2088,0
1996,2447,2
1996,2103,1
1996,2100,0
1996,2082,0
1996,2098,0
1996,2099,1
2006,2214,0
2006,3399,0
2006,3346,1
2006,2208,2
2006,2223,0
2006,2130,2
2006,2093,1
2006,2134,0
2006,2112,0
2008,2108,0
2008,2118,0
2008,2119,0
2008,2131,2
2008,2146,0
2008,66901,1
2009,2273,0
2009,2412,0
2009,8068,0
2009,8246,2
2009,8267,0
2009,941379,1
2025,1260938,0
2025,1261137,1
2025,718113,2
2025,1260857,1
2025,2212,0
2025,2122,0
2025,185038,2
2027,2142,0
2027,2126,0
2027,2127,0
2027,2128,0
2027,2132,2
2027,2141,0
2027,2999,1
2027,3114,0
2035,2346,0
2035,2254,0
2035,990829,1
2035,2160,0
2035,2150,0
2035,2183,0
2035,990997,2
2083,773152,1
2083,606255,2
2083,606257,0
2083,2197,1
2083,42815,1
2083,2182,1
2111,1281469,1
2111,974736,0
2111,1281477,1
2111,966925,0
2111,966917,2
2111,966975,2
2127,5156,0
2127,864529,2
2127,586596,2
2127,368781,2
2127,99791,0
2127,27279,0
2127,1123705,1
2127,5162,0
2127,5147,0
2127,5166,0
2127,5145,0
2127,5142,0
2127,5141,0
2127,5140,0
2127,5136,0
2127,2364,0
2127,2362,0
2127,2257,0
2127,5146,0
2142,97364,1
2142,13222,0
2142,12951,2
2142,8508,1
2142,2401,0
2142,2248,0
2142,2247,0
2142,2246,0
2142,2245,0
2142,2249,0
2143,13226,2
2143,13235,2
2143,13230,0
2143,13229,0
2143,13227,2
2143,99193,1
2143,13225,0
2143,12915,0
2143,5957,0
2143,2406,0
2143,2402,0
2143,12939,2
2146,1304390,1
2146,102387,2
2146,2311,0
2146,538204,1
2146,2265,0
2146,2264,0
2146,2262,0
2146,2270,0
2151,2271,1
2151,2275,1
2151,2278,1
2151,105534,1
2151,184778,2
2151,303876,2
2151,304109,2
2151,628644,2
2151,978616,0
2169,304658,1
2169,2661,0
2169,2647,0
2169,2296,2
2169,2295,2
2169,2299,0
2173,956716,2
2173,2310,1
2173,2312,1
2173,2320,0
2173,2336,1
2173,2567,0
2173,47222,2
2211,674673,2
2211,212892,1
2211,68778,2
2211,3416,0
2211,2353,0
2211,3414,0
2212,77735,0
2212,77713,0
2212,77716,0
2212,77753,0
2212,75935,2
2212,364411,1
2212,407955,1
2212,410330,2
2212,77780,0
2212,75794,0
2212,2351,0
2212,36114,0
2212,14542,0
2212,8706,0
2212,8682,0
2212,8662,0
2212,3681,0
2212,2425,0
2212,2385,0
2212,2380,0
2212,36136,0
2215,158065,2
2215,406932,2
2215,407549,2
2215,605266,2
2215,407979,1
2215,408071,2
2215,8676,0
2215,407902,0
2215,8646,0
2215,5476,0
2215,5557,0
2215,5539,0
2215,2379,0
2215,2372,0
2215,2367,0
2215,2357,0
2215,2356,0
2215,8146,0
2245,90557,1
2245,943541,0
2245,14443,2
2245,17134,0
2245,2399,0
2245,2397,0
2245,2395,0
2275,2510,0
2275,2503,2
2275,133414,1
2275,2473,2
2275,2433,0
2275,2483,0
2284,2437,2
2284,2438,2
2284,2444,0
2284,2449,0
2284,2459,2
2284,2471,1
2285,355815,0
2285,1272915,1
2285,53242,2
2285,37370,2
2285,35309,2
2285,35298,2
2288,2446,0
2288,2451,1
2288,2452,2
2288,2545,0
2288,2547,2
2288,2588,2
2289,2450,0
2289,2460,0
2289,2470,0
2289,2474,0
2289,2589,0
2289,2590,0
2289,75406,2
2289,242174,1
2307,36117,0
2307,15881,1
2307,8148,2
2307,8687,0
2307,2514,1
2307,2466,1
2307,5479,1
2311,902420,0
2311,2481,2
2311,627955,0
2311,704315,2
2311,882147,1
2311,882151,1
2435,2559,1
2435,2583,1
2435,2624,1
2435,2627,1
2435,5989,2
2435,37783,0
2443,10367,2
2443,664144,1
2443,10366,0
2443,10364,0
2443,2564,0
2443,2563,2
2443,10365,2
2446,1011579,2
2446,2571,0
2446,2572,0
2446,234950,1
2446,237139,0
2446,481294,1
2457,2573,1
2457,2574,1
2457,2575,2
2457,2576,2
2457,2582,1
2457,117352,0
2465,239387,0
2465,33163,2
2465,239430,1
2465,2600,0
2465,2595,0
2465,2602,0
2465,1177860,2
2478,400250,0
2478,2618,1
2478,2616,1
2478,2612,1
2478,2610,1
2478,2613,2
2554,585170,1
2554,2702,0
2554,2703,0
2554,2704,0
2554,2705,0
2554,2707,0
2554,2708,2
2571,2709,1
2571,2716,0
2571,2717,1
2571,2722,0
2571,2724,2
2571,2725,2
2601,18786,1
2601,19189,0
2601,2997,0
2601,2990,2
2601,2752,0
2601,2745,0
2601,2744,0
2634,2809,0
2634,2808,1
2634,2807,1
2634,2811,2
2634,2800,0
2634,2775,0
2634,2806,0
2644,1347992,0
2644,2794,1
2644,2805,1
2644,2812,1
2644,3732,1
2644,3733,1
2644,3807,1
2644,10751,2
2667,178847,2
2667,4425,0
2667,1259012,1
2667,4489,0
2667,2920,0
2667,4476,0
2667,2870,0
2674,64055,0
2674,63886,1
2674,2841,2
2674,2838,0
2674,2842,0
2674,2836,2
2674,2830,0
2674,2824,0
2674,2837,0
2680,1124034,2
2680,1283571,0
2680,1276354,1
2680,1166079,1
2680,1159808,1
2680,1158711,0
2680,1124033,2
2680,164228,0
2680,562142,1
2680,273403,0
2680,25489,0
2680,2829,0
2680,846150,0
2685,710795,1
2685,762469,1
2685,711148,2
2685,99568,1
2685,988420,1
2685,7040,2
2685,7039,2
2685,7038,2
2685,7006,2
2685,67700,1
2685,1346195,0
2708,2866,0
2708,2863,1
2708,2862,1
2708,2859,2
2708,2857,1
2708,2860,0
2752,3440,0
2752,3422,1
2752,3317,0
2752,3285,1
2752,2922,1
2752,2947,2
2752,2897,0
2752,2956,1
2752,2898,1
2753,2907,0
2753,2905,1
2753,2904,1
2753,2906,1
2753,2901,0
2753,2900,1
2753,2899,0
2753,2902,2
2770,2927,0
2770,2975,1
2770,2979,0
2770,2981,2
2770,5465,1
2770,5508,2
2780,6803,1
2780,524666,0
2780,633837,2
2780,5260,1
2780,2938,1
2780,5259,1
2797,2963,0
2797,2966,0
2797,2971,0
2797,3004,2
2797,91684,1
2797,91686,1
2857,605866,1
2857,47196,0
2857,34530,2
2857,34450,0
2857,34459,2
2857,34447,0
2857,34468,0
2868,1372935,1
2868,787434,2
2868,787358,2
2868,786947,2
2868,95375,0
2868,195743,0
2868,95368,0
2868,3069,2
2868,786908,2
2869,1278924,0
2869,768814,2
2869,532718,1
2869,1248865,1
2869,271566,1
2869,271444,2
2869,271438,1
2869,400961,2
2880,3026,1
2880,3027,2
2880,3028,1
2880,3034,0
2880,3035,0
2880,146063,2
2888,543572,2
2888,546800,0
2888,47290,1
2888,3045,1
2888,47235,1
2888,47221,1
2888,47267,1
2904,3061,2
2904,3062,2
2904,405392,0
2904,405393,2
2904,551117,1
2904,853821,1
2910,1015358,0
2910,1015350,0
2910,898407,2
2910,636967,0
2910,636962,0
2910,324355,0
2910,324230,1
2910,22466,0
2910,163994,2
2910,22465,0
2910,21180,0
2910,17594,0
2910,5658,0
2910,5655,0
2910,163995,0
2916,407550,0
2916,406709,1
2916,47178,1
2916,14550,1
2916,3084,2
2916,3081,1
2916,36115,1
2953,178978,1
2953,503945,1
2953,503839,0
2953,503837,0
2953,178825,2
2953,3139,1
2953,50124,2
2953,3132,1
2953,3113,1
2953,50129,1
2966,3133,1
2966,3140,0
2966,3142,1
2966,3143,0
2966,3151,2
2966,3160,0
2966,3267,0
2966,3271,0
2972,371185,0
2972,364939,0
2972,861682,1
2972,4225,2
2972,25101,2
2972,3141,2
2978,16542,1
2978,79634,2
2978,79650,1
2978,79747,2
2978,505382,2
2978,814800,0
2993,87066,1
2993,1235816,1
2993,1235769,0
2993,1146073,1
2993,1111096,1
2993,87057,1
2993,452235,1
2993,41380,1
2993,532016,2
3006,477965,2
3006,679894,2
3006,1181410,1
3006,4074,0
3006,3237,0
3006,3243,0
3016,3183,2
3016,3184,1
3016,3185,0
3016,3188,2
3016,3191,0
3016,3200,1
3024,53903,0
3024,3247,2
3024,3246,2
3024,3231,2
3024,3225,1
3024,3245,1
3027,596303,0
3027,1360464,1
3027,1180313,2
3027,1180311,2
3027,596080,2
3027,1360463,1
3027,259221,0
3027,142144,0
3027,3195,2
3027,3194,2
3027,596016,0
3034,1233220,1
3034,466292,0
3034,1157189,2
3034,806748,0
3034,329251,2
3034,3204,0
3034,3209,0
3034,3208,0
3034,3207,0
3034,3205,0
3034,3215,0
3037,1278352,2
3037,1255263,1
3037,293197,0
3037,223918,0
3037,223565,0
3037,11981,0
3037,3230,0
3037,3228,0
3037,3227,0
3037,3226,0
3037,46312,0
3039,107558,0
3039,1329555,1
3039,144074,1
3039,107541,1
3039,3219,0
3039,3218,0
3039,3217,2
3039,3211,0
3041,132365,2
3041,132949,1
3041,293193,1
3041,293211,1
3041,720994,1
3041,844865,0
3048,3980,0
3048,3828,1
3048,3825,1
3048,3256,2
3048,3269,0
3048,3268,0
3048,3272,0
3049,922415,0
3049,1299102,0
3049,698862,2
3049,606420,1
3049,116959,0
3049,59271,0
3049,5492,2
3049,256850,0
3053,788921,1
3053,300476,0
3053,300533,0
3053,305621,2
3053,309601,2
3053,464758,0
3053,565461,2
3053,578824,0
3053,788922,1
3053,788923,2
3060,654225,0
3060,156893,1
3060,711555,2
3060,3258,1
3060,3238,1
3060,3277,1
3090,1324670,0
3090,1324243,1
3090,680395,2
3090,3276,0
3090,3290,0
3090,38328,2
3096,262640,2
3096,262644,0
3096,262646,1
3096,262648,1
3096,262649,0
3096,262652,1
3103,4037,0
3103,3296,2
3103,3298,1
3103,3304,0
3103,3314,1
3103,3987,0
3103,4040,0
3138,3334,1
3138,3335,0
3138,3332,2
3138,3330,1
3138,3329,0
3138,3328,2
3138,3331,0
3143,3340,2
3143,3342,1
3143,3355,0
3143,3363,2
3143,3481,2
3143,3521,2
3169,75945,1
3169,3380,2
3169,3376,0
3169,3375,2
3169,3371,0
3169,3373,2
3169,3372,2
3169,3374,0
3179,3401,0
3179,3395,0
3179,3400,1
3179,3386,2
3179,3385,1
3179,3394,1
3194,3404,1
3194,3425,1
3194,986870,2
3194,986876,1
3194,1078875,2
3194,1290693,0
3202,31055,0
3202,519204,1
3202,38771,2
3202,35095,0
3202,15398,0
3202,519257,0
3202,3450,0
3202,3449,0
3202,3448,0
3202,3419,0
3202,3452,0
3214,405824,1
3214,3451,0
3214,3435,2
3214,3428,0
3214,3429,2
3214,3432,0
3217,3430,2
3217,3431,0
3217,3433,2
3217,3434,0
3217,3437,2
3217,3537,0
3217,3538,0
3217,540976,1
3238,3470,2
